Date,Month,Year,Journal Entry ID,Account,Debit,Credit,Solde,Description,Document Reference,Currency,Supplier/client,Component
2022-06-12,6,2022,,Cost of goods sold,1493282.00,,1493282.00,,,,Supplier B,Component 4
2022-06-12,6,2022,,Cost of goods sold,894125.60,,894125.60,,,,Supplier D,Component 5
2022-06-12,6,2022,,Cost of goods sold,2065456.00,,2065456.00,,,,Supplier D,Component 6
2022-06-12,6,2022,,Cost of goods sold,,563456.80,-563456.80,,,,,Component 1
2022-06-12,6,2022,,Cost of goods sold,,838781.94,-838781.94,,,,,Component 2
2022-06-12,6,2022,,Cost of goods sold,,1794753.06,-1794753.06,,,,,Component 3
2022-06-12,6,2022,,Cost of goods sold,,1493282.00,-1493282.00,,,,,Component 4
2022-06-12,6,2022,,Cost of goods sold,,894125.60,-894125.60,,,,,Component 5
2022-06-12,6,2022,,Cost of goods sold,,2065456.00,-2065456.00,,,,,Component 6
2022-06-12,6,2022,,Raw material inventory,,563456.80,-563456.80,,,,Component 1, Supplier A 
2022-06-12,6,2022,,Raw material inventory,,838781.94,-838781.94,,,,Component 2, Supplier A 
2022-06-12,6,2022,,Raw material inventory,,1794753.06,-1794753.06,,,,Component 3, Supplier A 
2022-06-12,6,2022,,Raw material inventory,,1493282.00,-1493282.00,,,,Component 4, Supplier B 
2022-06-12,6,2022,,Raw material inventory,,894125.60,-894125.60,,,,Component 5, Supplier D 
2022-06-12,6,2022,,Raw material inventory,,2065456.00,-2065456.00,,,,Component 6, Supplier D 
2022-06-13,6,2022,,Accounts Receivable,675328.00,,675328.00,,,,Product B,Client 6
2022-06-13,6,2022,,Cost of goods sold,385696.70,,385696.70,,,,,Product B
2022-06-13,6,2022,,Inventory Finished goods Product A,3149465.91,,3149465.91,,,,,
2022-06-13,6,2022,,Inventory Finished goods Product B,1622981.90,,1622981.90,,,,,
2022-06-13,6,2022,,Inventory Finished goods Product B,,385696.70,-385696.70,,,,,Product B
2022-06-13,6,2022,,Inventory Finished goods Product C,3102727.62,,3102727.62,,,,,
2022-06-13,6,2022,,Sales Revenue,,675328.00,-675328.00,,,,Product B,Client 6
2022-06-13,6,2022,,Wages payables,,225320.03,-225320.03,,,,,
2022-06-14,6,2022,,Accounts Receivable,1641031.00,,1641031.00,,,,Product A,Client 9
2022-06-14,6,2022,,Accounts Receivable,,1096316.00,-1096316.00,,,,Product A,Client 10
2022-06-14,6,2022,,Cash and cash equivalents,1096316.00,,1096316.00,,,,Product A,Client 10
2022-06-14,6,2022,,Cost of goods sold,997180.01,,997180.01,,,,,Product A
2022-06-14,6,2022,,Inventory Finished goods Product A,,997180.01,-997180.01,,,,,Product A
2022-06-14,6,2022,,Sales Revenue,,1641031.00,-1641031.00,,,,Product A,Client 9
2022-06-16,6,2022,,Accounts Receivable,3504204.00,,3504204.00,,,,Product C,Client 1
2022-06-16,6,2022,,Accounts Receivable,804344.00,,804344.00,,,,Product A,Client 5
2022-06-16,6,2022,,Cost of goods sold,2175367.37,,2175367.37,,,,,Product C
2022-06-16,6,2022,,Cost of goods sold,592884.74,,592884.74,,,,,Product A
2022-06-16,6,2022,,Inventory Finished goods Product A,,592884.74,-592884.74,,,,,Product A
2022-06-16,6,2022,,Inventory Finished goods Product C,,2175367.37,-2175367.37,,,,,Product C
2022-06-16,6,2022,,Sales Revenue,,3504204.00,-3504204.00,,,,Product C,Client 1
2022-06-16,6,2022,,Sales Revenue,,804344.00,-804344.00,,,,Product A,Client 5
2022-06-17,6,2022,,Accounts Receivable,600600.00,,600600.00,,,,Product A,Client 10
2022-06-17,6,2022,,Accounts Receivable,,664416.00,-664416.00,,,,Product A,Client 9
2022-06-17,6,2022,,Cash and cash equivalents,664416.00,,664416.00,,,,Product A,Client 9
2022-06-17,6,2022,,Cost of goods sold,443840.87,,443840.87,,,,,Product A
2022-06-17,6,2022,,Inventory Finished goods Product A,,443840.87,-443840.87,,,,,Product A
2022-06-17,6,2022,,Sales Revenue,,600600.00,-600600.00,,,,Product A,Client 10
2022-06-18,6,2022,,Accounts Receivable,1159740.00,,1159740.00,,,,Product A,Client 7
2022-06-18,6,2022,,Cost of goods sold,776408.68,,776408.68,,,,,Product A
2022-06-18,6,2022,,Inventory Finished goods Product A,,776408.68,-776408.68,,,,,Product A
2022-06-18,6,2022,,Sales Revenue,,1159740.00,-1159740.00,,,,Product A,Client 7
2022-06-21,6,2022,,Accounts Receivable,,671880.00,-671880.00,,,,Product B,Client 8
2022-06-21,6,2022,,Cash and cash equivalents,671880.00,,671880.00,,,,Product B,Client 8
2022-06-22,6,2022,,Accounts Receivable,915151.00,,915151.00,,,,Product B,Client 4
2022-06-22,6,2022,,Accounts Receivable,1177393.00,,1177393.00,,,,Product B,Client 8
2022-06-22,6,2022,,Cost of goods sold,631143.38,,631143.38,,,,,Product B
2022-06-22,6,2022,,Cost of goods sold,606141.82,,606141.82,,,,,Product B
2022-06-22,6,2022,,Inventory Finished goods Product B,,631143.38,-631143.38,,,,,Product B
2022-06-22,6,2022,,Inventory Finished goods Product B,,606141.82,-606141.82,,,,,Product B
2022-06-22,6,2022,,Sales Revenue,,915151.00,-915151.00,,,,Product B,Client 4
2022-06-22,6,2022,,Sales Revenue,,1177393.00,-1177393.00,,,,Product B,Client 8
2022-06-25,6,2022,,Accounts Receivable,515645.00,,515645.00,,,,Product A,Client 2
2022-06-25,6,2022,,Cost of goods sold,339151.62,,339151.62,,,,,Product A
2022-06-25,6,2022,,Inventory Finished goods Product A,,339151.62,-339151.62,,,,,Product A
2022-06-25,6,2022,,Sales Revenue,,515645.00,-515645.00,,,,Product A,Client 2
2022-06-27,6,2022,,Accounts Payable,1071000.00,,1071000.00,,,,Component 5, Supplier D 
2022-06-27,6,2022,,Cash and cash equivalents,,1071000.00,-1071000.00,,,,Component 5, Supplier D 
2022-06-29,6,2022,,Accounts Payable,2200000.00,,2200000.00,,,,Component 4, Supplier B 
2022-06-29,6,2022,,Cash and cash equivalents,,2200000.00,-2200000.00,,,,Component 4, Supplier B 
2022-06-29,6,2022,,Cost of goods sold,927360.25,,927360.25,,,,,Product C
2022-06-29,6,2022,,Inventory Finished goods Product C,,927360.25,-927360.25,,,,,Product C
2022-06-29,6,2022,,Sales Revenue,,1584380.00,-1584380.00,,,,Product C,Client 3
2022-06-30,6,2022,,Administration,794583.00,,794583.00,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,,225320.03,-225320.03,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,,926816.00,-926816.00,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,,781895.00,-781895.00,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,,794583.00,-794583.00,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,1212469.00,,1212469.00,,,,,
2022-06-30,6,2022,,Cash and cash equivalents,,1223784.00,-1223784.00,,,,,
2022-06-30,6,2022,,Facility,781895.00,,781895.00,,,,,
2022-06-30,6,2022,,Financial Cost,1223784.00,,1223784.00,,,,,
2022-06-30,6,2022,,Financial income,,1212469.00,-1212469.00,,,,,
2022-06-30,6,2022,,Personnel,926816.00,,926816.00,,,,,
2022-06-30,6,2022,,Wages payables,225320.03,,225320.03,,,,,
2022-07-01,7,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-07-01,7,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-07-01,7,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-07-01,7,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-07-01,7,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-07-02,7,2022,,Accounts Receivable,,1073682.00,-1073682.00,,,,Product B,Client 4
2022-07-02,7,2022,,Cash and cash equivalents,1073682.00,,1073682.00,,,,Product B,Client 4
2022-07-04,7,2022,,Accounts Payable,,760000.00,-760000.00,,,,Component 1, Supplier A 
2022-07-04,7,2022,,Accounts Payable,,900000.00,-900000.00,,,,Component 2, Supplier A 
2022-07-04,7,2022,,Accounts Payable,,2100000.00,-2100000.00,,,,Component 3, Supplier A 
2022-07-04,7,2022,,Accounts Payable,,2310000.00,-2310000.00,,,,Component 4, Supplier B 
2022-07-04,7,2022,,Accounts Payable,,1400000.00,-1400000.00,,,,Component 5, Supplier D 
2022-07-04,7,2022,,Accounts Payable,,2380000.00,-2380000.00,,,,Component 6, Supplier D 
2022-07-04,7,2022,,Raw material inventory,760000.00,,760000.00,,,,Component 1, Supplier A 
2022-07-04,7,2022,,Raw material inventory,900000.00,,900000.00,,,,Component 2, Supplier A 
2022-07-04,7,2022,,Raw material inventory,2100000.00,,2100000.00,,,,Component 3, Supplier A 
2022-07-04,7,2022,,Raw material inventory,2310000.00,,2310000.00,,,,Component 4, Supplier B 
2022-07-04,7,2022,,Raw material inventory,1400000.00,,1400000.00,,,,Component 5, Supplier D 
2022-07-04,7,2022,,Raw material inventory,2380000.00,,2380000.00,,,,Component 6, Supplier D 
2022-07-05,7,2022,,Accounts Payable,2420000.00,,2420000.00,,,,Component 4, Supplier B 
2022-07-05,7,2022,,Accounts Receivable,,1392341.00,-1392341.00,,,,Product B,Client 8
2022-07-05,7,2022,,Cash and cash equivalents,,2420000.00,-2420000.00,,,,Component 4, Supplier B 
2022-07-05,7,2022,,Cash and cash equivalents,1392341.00,,1392341.00,,,,Product B,Client 8
2022-07-06,7,2022,,Accounts Receivable,,861150.00,-861150.00,,,,Product B,Client 4
2022-07-06,7,2022,,Cash and cash equivalents,861150.00,,861150.00,,,,Product B,Client 4
2022-05-05,5,2022,,Accounts Receivable,,1217721.00,-1217721.00,,,,Product C,Client 3
2022-07-10,7,2022,,Cash and cash equivalents,1466607.00,,1466607.00,,,,Product C,Client 3
2022-07-11,7,2022,,Accounts Payable,2420000.00,,2420000.00,,,,Component 4, Supplier B 
2022-07-11,7,2022,,Accounts Receivable,,1250755.00,-1250755.00,,,,Product A,Client 5
2022-07-11,7,2022,,Cash and cash equivalents,,2420000.00,-2420000.00,,,,Component 4, Supplier B 
2022-07-11,7,2022,,Cash and cash equivalents,1250755.00,,1250755.00,,,,Product A,Client 5
2022-07-11,7,2022,,Cost of goods sold,704544.80,,704544.80,,,,Supplier A,Component 1
2022-07-11,7,2022,,Cost of goods sold,934816.88,,934816.88,,,,Supplier A,Component 2
2022-07-11,7,2022,,Cost of goods sold,2350592.48,,2350592.48,,,,Supplier A,Component 3
2022-07-11,7,2022,,Cost of goods sold,1982123.00,,1982123.00,,,,Supplier B,Component 4
2022-07-11,7,2022,,Cost of goods sold,1144563.60,,1144563.60,,,,Supplier D,Component 5
2022-07-11,7,2022,,Cost of goods sold,2276895.00,,2276895.00,,,,Supplier D,Component 6
2022-07-11,7,2022,,Cost of goods sold,,704544.80,-704544.80,,,,,Component 1
2022-07-11,7,2022,,Cost of goods sold,,934816.88,-934816.88,,,,,Component 2
2022-07-11,7,2022,,Cost of goods sold,,2350592.48,-2350592.48,,,,,Component 3
2022-07-11,7,2022,,Cost of goods sold,,1982123.00,-1982123.00,,,,,Component 4
2022-07-11,7,2022,,Cost of goods sold,,1144563.60,-1144563.60,,,,,Component 5
2022-07-11,7,2022,,Cost of goods sold,,2276895.00,-2276895.00,,,,,Component 6
2022-07-11,7,2022,,Raw material inventory,,704544.80,-704544.80,,,,Component 1, Supplier A 
2022-07-11,7,2022,,Raw material inventory,,934816.88,-934816.88,,,,Component 2, Supplier A 
2022-07-11,7,2022,,Raw material inventory,,2350592.48,-2350592.48,,,,Component 3, Supplier A 
2022-07-11,7,2022,,Raw material inventory,,1982123.00,-1982123.00,,,,Component 4, Supplier B 
2022-07-11,7,2022,,Raw material inventory,,1144563.60,-1144563.60,,,,Component 5, Supplier D 
2022-07-11,7,2022,,Raw material inventory,,2276895.00,-2276895.00,,,,Component 6, Supplier D 
2022-07-12,7,2022,,Inventory Finished goods Product A,3840368.05,,3840368.05,,,,,
2022-07-12,7,2022,,Inventory Finished goods Product B,2028074.30,,2028074.30,,,,,
2022-07-12,7,2022,,Inventory Finished goods Product C,3778490.65,,3778490.65,,,,,
2022-07-12,7,2022,,Wages payables,,253397.24,-253397.24,,,,,
2022-07-14,7,2022,,Accounts Receivable,,1429818.00,-1429818.00,,,,Product A,Client 2
2022-07-14,7,2022,,Cash and cash equivalents,1429818.00,,1429818.00,,,,Product A,Client 2
2022-07-15,7,2022,,Accounts Receivable,,567120.00,-567120.00,,,,Product A,Client 5
2022-07-15,7,2022,,Cash and cash equivalents,567120.00,,567120.00,,,,Product A,Client 5
2022-07-16,7,2022,,Accounts Receivable,522000.00,,522000.00,,,,Product B,Client 8
2022-07-16,7,2022,,Accounts Receivable,907731.00,,907731.00,,,,Product A,Client 9
2022-07-16,7,2022,,Cost of goods sold,434913.00,,434913.00,,,,,Product B
2022-07-16,7,2022,,Cost of goods sold,748692.61,,748692.61,,,,,Product A
2022-07-16,7,2022,,Inventory Finished goods Product A,,748692.61,-748692.61,,,,,Product A
2022-07-16,7,2022,,Inventory Finished goods Product B,,434913.00,-434913.00,,,,,Product B
2022-07-16,7,2022,,Sales Revenue,,522000.00,-522000.00,,,,Product B,Client 8
2022-07-16,7,2022,,Sales Revenue,,907731.00,-907731.00,,,,Product A,Client 9
2022-07-18,7,2022,,Accounts Receivable,577216.00,,577216.00,,,,Product A,Client 10
2022-07-18,7,2022,,Cost of goods sold,395248.67,,395248.67,,,,,Product A
2022-07-18,7,2022,,Inventory Finished goods Product A,,395248.67,-395248.67,,,,,Product A
2022-07-18,7,2022,,Sales Revenue,,577216.00,-577216.00,,,,Product A,Client 10
2022-07-19,7,2022,,Accounts Payable,720000.00,,720000.00,,,,Component 1, Supplier A 
2022-07-19,7,2022,,Cash and cash equivalents,,720000.00,-720000.00,,,,Component 1, Supplier A 
2022-07-20,7,2022,,Accounts Receivable,,1658016.00,-1658016.00,,,,Product A,Client 9
2022-07-20,7,2022,,Cash and cash equivalents,1658016.00,,1658016.00,,,,Product A,Client 9
2022-07-21,7,2022,,Accounts Receivable,,558195.00,-558195.00,,,,Product B,Client 6
2022-07-21,7,2022,,Accounts Receivable,,902070.00,-902070.00,,,,Product A,Client 2
2022-07-21,7,2022,,Cash and cash equivalents,558195.00,,558195.00,,,,Product B,Client 6
2022-07-21,7,2022,,Cash and cash equivalents,902070.00,,902070.00,,,,Product A,Client 2
2022-05-17,5,2022,,Accounts Receivable,,273400.00,-273400.00,,,,Product C,Client 3
2022-07-22,7,2022,,Accounts Receivable,754700.00,,754700.00,,,,Product A,Client 5
2022-07-22,7,2022,,Accounts Receivable,,713388.00,-713388.00,,,,Product B,Client 6
2022-07-22,7,2022,,Cash and cash equivalents,713388.00,,713388.00,,,,Product B,Client 6
2022-07-22,7,2022,,Cost of goods sold,1169056.10,,1169056.10,,,,,Product C
2022-07-22,7,2022,,Cost of goods sold,657977.65,,657977.65,,,,,Product A
2022-07-22,7,2022,,Inventory Finished goods Product A,,657977.65,-657977.65,,,,,Product A
2022-07-22,7,2022,,Inventory Finished goods Product C,,1169056.10,-1169056.10,,,,,Product C
2022-07-22,7,2022,,Sales Revenue,,1750932.00,-1750932.00,,,,Product C,Client 3
2022-07-22,7,2022,,Sales Revenue,,754700.00,-754700.00,,,,Product A,Client 5
2022-07-25,7,2022,,Accounts Payable,2200000.00,,2200000.00,,,,Component 3, Supplier A 
2022-07-25,7,2022,,Cash and cash equivalents,,2200000.00,-2200000.00,,,,Component 3, Supplier A 
2022-07-26,7,2022,,Accounts Receivable,3161070.00,,3161070.00,,,,Product C,Client 1
2022-07-26,7,2022,,Accounts Receivable,1990443.00,,1990443.00,,,,Product B,Client 4
2022-07-26,7,2022,,Cost of goods sold,2609434.55,,2609434.55,,,,,Product C
2022-07-26,7,2022,,Cost of goods sold,1153649.22,,1153649.22,,,,,Product B
2022-07-26,7,2022,,Inventory Finished goods Product B,,1153649.22,-1153649.22,,,,,Product B
2022-07-26,7,2022,,Inventory Finished goods Product C,,2609434.55,-2609434.55,,,,,Product C
2022-07-26,7,2022,,Sales Revenue,,3161070.00,-3161070.00,,,,Product C,Client 1
2022-07-26,7,2022,,Sales Revenue,,1990443.00,-1990443.00,,,,Product B,Client 4
2022-07-29,7,2022,,Accounts Receivable,1764378.00,,1764378.00,,,,Product A,Client 7
2022-05-18,5,2022,,Accounts Receivable,173788.00,,173788.00,,,,Product C,Client 3
2022-07-29,7,2022,,Cash and cash equivalents,1584380.00,,1584380.00,,,,Product C,Client 3
2022-07-29,7,2022,,Cost of goods sold,1167437.36,,1167437.36,,,,,Product A
2022-07-29,7,2022,,Inventory Finished goods Product A,,1167437.36,-1167437.36,,,,,Product A
2022-07-29,7,2022,,Sales Revenue,,1764378.00,-1764378.00,,,,Product A,Client 7
2022-07-30,7,2022,,Accounts Receivable,1019031.00,,1019031.00,,,,Product A,Client 2
2022-07-30,7,2022,,Accounts Receivable,670390.00,,670390.00,,,,Product B,Client 6
2022-07-30,7,2022,,Cost of goods sold,871011.75,,871011.75,,,,,Product A
2022-07-30,7,2022,,Cost of goods sold,439512.08,,439512.08,,,,,Product B
2022-07-30,7,2022,,Inventory Finished goods Product A,,871011.75,-871011.75,,,,,Product A
2022-07-30,7,2022,,Inventory Finished goods Product B,,439512.08,-439512.08,,,,,Product B
2022-07-30,7,2022,,Sales Revenue,,1019031.00,-1019031.00,,,,Product A,Client 2
2022-07-30,7,2022,,Sales Revenue,,670390.00,-670390.00,,,,Product B,Client 6
2022-07-31,7,2022,,Accounts Receivable,,440505.00,-440505.00,,,,Product A,Client 7
2022-07-31,7,2022,,Administration,796511.00,,796511.00,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,,253397.24,-253397.24,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,440505.00,,440505.00,,,,Product A,Client 7
2022-07-31,7,2022,,Cash and cash equivalents,,1130206.00,-1130206.00,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,,784848.00,-784848.00,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,,796511.00,-796511.00,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,1218014.00,,1218014.00,,,,,
2022-07-31,7,2022,,Cash and cash equivalents,,1209257.00,-1209257.00,,,,,
2022-07-31,7,2022,,Facility,784848.00,,784848.00,,,,,
2022-07-31,7,2022,,Financial Cost,1209257.00,,1209257.00,,,,,
2022-07-31,7,2022,,Financial income,,1218014.00,-1218014.00,,,,,
2022-07-31,7,2022,,Personnel,1130206.00,,1130206.00,,,,,
2022-07-31,7,2022,,Wages payables,253397.24,,253397.24,,,,,
2022-08-01,8,2022,,Accounts Payable,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-08-01,8,2022,,Accounts Payable,,810000.00,-810000.00,,,,Component 2, Supplier A 
2022-08-01,8,2022,,Accounts Payable,,2000000.00,-2000000.00,,,,Component 3, Supplier A 
2022-08-01,8,2022,,Accounts Payable,,2090000.00,-2090000.00,,,,Component 4, Supplier B 
2022-08-01,8,2022,,Accounts Payable,,880000.00,-880000.00,,,,Component 5, Supplier D 
2022-08-01,8,2022,,Accounts Payable,,2192505.00,-2192505.00,,,,Component 6, Supplier D 
2022-08-01,8,2022,, Cash and Cash Equivalents ,6455000.00,,6455000.00,,,,,
2022-08-01,8,2022,, Intangible Assets ,9045000.00,,9045000.00,,,,,
2022-08-01,8,2022,,"Property, Plant, and Equipment (PPE)",45000000.00,,45000000.00,,,,,
2022-08-01,8,2022,,Raw material inventory,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-08-01,8,2022,,Raw material inventory,810000.00,,810000.00,,,,Component 2, Supplier A 
2022-08-01,8,2022,,Raw material inventory,2000000.00,,2000000.00,,,,Component 3, Supplier A 
2022-08-01,8,2022,,Raw material inventory,2090000.00,,2090000.00,,,,Component 4, Supplier B 
2022-08-01,8,2022,,Raw material inventory,880000.00,,880000.00,,,,Component 5, Supplier D 
2022-08-01,8,2022,,Raw material inventory,2192505.00,,2192505.00,,,,Component 6, Supplier D 
2022-08-01,8,2022,, Share Capital ,,50000000.00,-50000000.00,,,,,
2022-08-01,8,2022,, Short-term Debt ,,10500000.00,-10500000.00,,,,,
2022-08-02,8,2022,,Accounts Payable,945000.00,,945000.00,,,,Component 2, Supplier A 
2022-08-02,8,2022,,Accounts Payable,800000.00,,800000.00,,,,Component 1, Supplier A 
2022-08-02,8,2022,,Accounts Receivable,,515645.00,-515645.00,,,,Product A,Client 2
2022-08-02,8,2022,,Cash and cash equivalents,,945000.00,-945000.00,,,,Component 2, Supplier A 
2022-08-02,8,2022,,Cash and cash equivalents,,800000.00,-800000.00,,,,Component 1, Supplier A 
2022-08-02,8,2022,,Cash and cash equivalents,515645.00,,515645.00,,,,Product A,Client 2
2022-08-08,8,2022,,Accounts Receivable,,2832624.00,-2832624.00,,,,Product C,Client 1
2022-08-08,8,2022,,Cash and cash equivalents,2832624.00,,2832624.00,,,,Product C,Client 1
2022-08-08,8,2022,,Cost of goods sold,729079.20,,729079.20,,,,Supplier A,Component 1
2022-08-08,8,2022,,Cost of goods sold,822659.92,,822659.92,,,,Supplier A,Component 2
2022-08-08,8,2022,,Cost of goods sold,1968576.92,,1968576.92,,,,Supplier A,Component 3
2022-08-08,8,2022,,Cost of goods sold,2143001.00,,2143001.00,,,,Supplier B,Component 4
2022-08-08,8,2022,,Cost of goods sold,917779.70,,917779.70,,,,Supplier D,Component 5
2022-08-08,8,2022,,Cost of goods sold,2131550.00,,2131550.00,,,,Supplier D,Component 6
2022-08-08,8,2022,,Cost of goods sold,,729079.20,-729079.20,,,,,Component 1
2022-08-08,8,2022,,Cost of goods sold,,822659.92,-822659.92,,,,,Component 2
2022-08-08,8,2022,,Cost of goods sold,,1968576.92,-1968576.92,,,,,Component 3
2022-08-08,8,2022,,Cost of goods sold,,2143001.00,-2143001.00,,,,,Component 4
2022-08-08,8,2022,,Cost of goods sold,,917779.70,-917779.70,,,,,Component 5
2022-08-08,8,2022,,Cost of goods sold,,2131550.00,-2131550.00,,,,,Component 6
2022-08-08,8,2022,,Raw material inventory,,729079.20,-729079.20,,,,Component 1, Supplier A 
2022-08-08,8,2022,,Raw material inventory,,822659.92,-822659.92,,,,Component 2, Supplier A 
2022-08-08,8,2022,,Raw material inventory,,1968576.92,-1968576.92,,,,Component 3, Supplier A 
2022-08-08,8,2022,,Raw material inventory,,2143001.00,-2143001.00,,,,Component 4, Supplier B 
2022-08-08,8,2022,,Raw material inventory,,917779.70,-917779.70,,,,Component 5, Supplier D 
2022-08-08,8,2022,,Raw material inventory,,2131550.00,-2131550.00,,,,Component 6, Supplier D 
2022-08-09,8,2022,,Accounts Receivable,1654350.00,,1654350.00,,,,Product C,Client 1
2022-08-09,8,2022,,Cost of goods sold,1627946.57,,1627946.57,,,,,Product C
2022-08-09,8,2022,,Inventory Finished goods Product A,4212716.98,,4212716.98,,,,,
2022-08-09,8,2022,,Inventory Finished goods Product B,2796030.58,,2796030.58,,,,,
2022-08-09,8,2022,,Inventory Finished goods Product C,1931375.31,,1931375.31,,,,,
2022-08-09,8,2022,,Inventory Finished goods Product C,,1627946.57,-1627946.57,,,,,Product C
2022-08-09,8,2022,,Sales Revenue,,1654350.00,-1654350.00,,,,Product C,Client 1
2022-08-09,8,2022,,Wages payables,,227476.12,-227476.12,,,,,
2022-08-11,8,2022,,Accounts Receivable,1299942.00,,1299942.00,,,,Product A,Client 9
2022-08-11,8,2022,,Cost of goods sold,1075011.97,,1075011.97,,,,,Product A
2022-08-11,8,2022,,Inventory Finished goods Product A,,1075011.97,-1075011.97,,,,,Product A
2022-08-11,8,2022,,Sales Revenue,,1299942.00,-1299942.00,,,,Product A,Client 9
2022-08-12,8,2022,,Accounts Receivable,,804344.00,-804344.00,,,,Product A,Client 5
2022-08-12,8,2022,,Cash and cash equivalents,804344.00,,804344.00,,,,Product A,Client 5
2022-08-14,8,2022,,Accounts Receivable,708324.00,,708324.00,,,,Product B,Client 6
2022-08-14,8,2022,,Accounts Receivable,1618086.00,,1618086.00,,,,Product B,Client 8
2022-08-14,8,2022,,Cost of goods sold,303428.73,,303428.73,,,,,Product C
2022-08-14,8,2022,,Cost of goods sold,464131.94,,464131.94,,,,,Product B
2022-08-14,8,2022,,Cost of goods sold,1164544.45,,1164544.45,,,,,Product B
2022-08-14,8,2022,,Inventory Finished goods Product B,,464131.94,-464131.94,,,,,Product B
2022-08-14,8,2022,,Inventory Finished goods Product B,,1164544.45,-1164544.45,,,,,Product B
2022-08-14,8,2022,,Inventory Finished goods Product C,,303428.73,-303428.73,,,,,Product C
2022-08-14,8,2022,,Sales Revenue,,444024.00,-444024.00,,,,Product C,Client 3
2022-08-14,8,2022,,Sales Revenue,,708324.00,-708324.00,,,,Product B,Client 6
2022-08-14,8,2022,,Sales Revenue,,1618086.00,-1618086.00,,,,Product B,Client 8
2022-08-15,8,2022,,Accounts Payable,1870000.00,,1870000.00,,,,Component 6, Supplier D 
2022-08-15,8,2022,,Accounts Receivable,1462450.00,,1462450.00,,,,Product B,Client 4
2022-08-15,8,2022,,Accounts Receivable,756884.00,,756884.00,,,,Product A,Client 5
2022-08-15,8,2022,,Cash and cash equivalents,,1870000.00,-1870000.00,,,,Component 6, Supplier D 
2022-08-15,8,2022,,Cost of goods sold,1167354.18,,1167354.18,,,,,Product B
2022-08-15,8,2022,,Cost of goods sold,676292.31,,676292.31,,,,,Product A
2022-08-15,8,2022,,Inventory Finished goods Product A,,676292.31,-676292.31,,,,,Product A
2022-08-15,8,2022,,Inventory Finished goods Product B,,1167354.18,-1167354.18,,,,,Product B
2022-08-15,8,2022,,Sales Revenue,,1462450.00,-1462450.00,,,,Product B,Client 4
2022-08-15,8,2022,,Sales Revenue,,756884.00,-756884.00,,,,Product A,Client 5
2022-08-17,8,2022,,Accounts Receivable,605178.00,,605178.00,,,,Product A,Client 10
2022-08-17,8,2022,,Accounts Receivable,,3504204.00,-3504204.00,,,,Product C,Client 1
2022-08-17,8,2022,,Accounts Receivable,,600600.00,-600600.00,,,,Product A,Client 10
2022-08-17,8,2022,,Cash and cash equivalents,3504204.00,,3504204.00,,,,Product C,Client 1
2022-08-17,8,2022,,Cash and cash equivalents,600600.00,,600600.00,,,,Product A,Client 10
2022-08-17,8,2022,,Cost of goods sold,480389.34,,480389.34,,,,,Product A
2022-08-17,8,2022,,Inventory Finished goods Product A,,480389.34,-480389.34,,,,,Product A
2022-08-17,8,2022,,Sales Revenue,,605178.00,-605178.00,,,,Product A,Client 10
2022-08-18,8,2022,,Accounts Payable,900000.00,,900000.00,,,,Component 2, Supplier A 
2022-08-18,8,2022,,Accounts Receivable,,846009.00,-846009.00,,,,Product B,Client 4
2022-08-18,8,2022,,Cash and cash equivalents,,900000.00,-900000.00,,,,Component 2, Supplier A 
2022-08-18,8,2022,,Cash and cash equivalents,846009.00,,846009.00,,,,Product B,Client 4
2022-08-20,8,2022,,Accounts Payable,810000.00,,810000.00,,,,Component 2, Supplier A 
2022-08-20,8,2022,,Cash and cash equivalents,,810000.00,-810000.00,,,,Component 2, Supplier A 
2022-08-25,8,2022,,Accounts Receivable,1355424.00,,1355424.00,,,,Product A,Client 2
2022-06-29,6,2022,,Accounts Receivable,1584380.00,,1584380.00,,,,Product C,Client 3
2022-08-25,8,2022,,Cash and cash equivalents,173788.00,,173788.00,,,,Product C,Client 3
2022-08-25,8,2022,,Cost of goods sold,1160638.28,,1160638.28,,,,,Product A
2022-08-25,8,2022,,Inventory Finished goods Product A,,1160638.28,-1160638.28,,,,,Product A
2022-08-25,8,2022,,Sales Revenue,,1355424.00,-1355424.00,,,,Product A,Client 2
2022-08-27,8,2022,,Accounts Receivable,1162070.00,,1162070.00,,,,Product A,Client 7
2022-08-27,8,2022,,Accounts Receivable,,1338336.00,-1338336.00,,,,Product A,Client 10
